Unnamed: 0,text,labels,journal,auteurs,date,titre,annee,nbmots,auteurs2,decennie
799,"Content protected by copyright, removed from the public repo","[[0, 127, 'Policy'], [128, 159, 'Other'], [160, 221, 'Other'], [222, 323, 'Other'], [324, 419, 'Policy'], [422, 457, 'Politics'], [458, 473, 'Other'], [474, 648, 'Policy'], [649, 723, 'Politics'], [724, 746, 'Politics'], [747, 863, 'Policy'], [864, 1018, 'Policy'], [1019, 1159, 'Policy'], [1161, 1175, 'Other'], [1176, 1318, 'Policy'], [1319, 1412, 'Politics'], [1413, 1490, 'Policy'], [1491, 1495, 'Other'], [1496, 1527, 'Other'], [1528, 1603, 'Policy'], [1604, 1655, 'Policy'], [1656, 1938, 'Policy'], [1939, 2197, 'Policy'], [2198, 2270, 'Policy'], [2271, 2431, 'Policy'], [2432, 2719, 'Policy'], [2720, 2759, 'Policy'], [2760, 2929, 'Policy'], [2930, 3072, 'Policy'], [3073, 3099, 'Politics'], [3100, 3198, 'Policy'], [3199, 3380, 'Policy'], [3381, 3439, 'Other'], [3440, 3607, 'Policy'], [3608, 3632, 'Other'], [3635, 3803, 'Politics'], [3804, 3888, 'Other'], [3889, 3981, 'Other'], [3982, 4078, 'Politics'], [4079, 4178, 'Policy'], [4179, 4259, 'Policy']]", Le Monde   ,Rémy ROURE.,  mardi 23 décembre 1947 504 mots ,CONFIANCE ET SCEPTICISME,1947,504,remy roure,40
840,"Content protected by copyright, removed from the public repo","[[0, 80, 'Policy'], [81, 253, 'Politics'], [254, 595, 'Policy'], [596, 661, 'Politics'], [664, 729, 'Policy'], [730, 773, 'Other'], [774, 850, 'Politics'], [851, 1058, 'Policy'], [1059, 1178, 'Policy'], [1179, 1352, 'Politics'], [1353, 1506, 'Politics'], [1507, 1750, 'Politics'], [1752, 1842, 'Policy'], [1843, 2037, 'Policy']]", Le Monde   ,RÉMY ROURE.,  vendredi 25 janvier 1946 229 mots ,TRANSFERT DE POUVOIRS,1946,229,remy roure,40
854,"Content protected by copyright, removed from the public repo","[[0, 137, 'Policy'], [138, 225, 'Politics'], [226, 475, 'Other'], [476, 591, 'Policy'], [594, 1053, 'Policy'], [1054, 1354, 'Policy'], [1355, 1654, 'Policy'], [1655, 1668, 'Other'], [1669, 2058, 'Policy'], [2060, 2198, 'Other'], [2199, 2275, 'Other'], [2276, 2422, 'Policy'], [2423, 2668, 'Other'], [2669, 2831, 'Other'], [2832, 2952, 'Policy'], [2953, 3043, 'Politics'], [3044, 3208, 'Policy'], [3209, 3688, 'Politics'], [3689, 3905, 'Other'], [3906, 4024, 'Politics'], [4027, 4116, 'Politics'], [4117, 4470, 'Other'], [4471, 4683, 'Other'], [4684, 4904, 'Policy'], [4905, 4986, 'Other'], [4987, 5057, 'Other'], [5058, 5329, 'Policy'], [5330, 5549, 'Policy'], [5550, 5716, 'Policy'], [5717, 5924, 'Policy'], [5927, 5950, 'Policy'], [5951, 5967, 'Other'], [5968, 5983, 'Other'], [5986, 5997, 'Other'], [5998, 6014, 'Other'], [6017, 6098, 'Other'], [6101, 6124, 'Other']]", Le Monde   ,RÉMY ROURE,  samedi 25 mai 1946 717 mots ,Livres de la Résistance,1946,717,remy roure,40
891,"Content protected by copyright, removed from the public repo","[[0, 193, 'Policy'], [194, 547, 'Politics'], [550, 699, 'Policy'], [700, 857, 'Policy'], [858, 1480, 'Politics'], [1481, 1708, 'Policy'], [1709, 1747, 'Other'], [1748, 1798, 'Other'], [1799, 2062, 'Other'], [2063, 2168, 'Other'], [2169, 2250, 'Other'], [2251, 2324, 'Other'], [2325, 2374, 'Other'], [2375, 2575, 'Politics'], [2576, 2626, 'Other'], [2627, 2712, 'Policy'], [2713, 2867, 'Politics'], [2868, 3132, 'Politics'], [3135, 3281, 'Politics'], [3282, 3512, 'Politics'], [3513, 3823, 'Other'], [3824, 4045, 'Politics'], [4046, 4168, 'Politics'], [4171, 4376, 'Policy'], [4377, 4410, 'Other'], [4411, 4556, 'Politics'], [4557, 4784, 'Policy'], [4787, 4857, 'Politics'], [4858, 4945, 'Politics'], [4946, 5098, 'Policy'], [5099, 5232, 'Other'], [5235, 5507, 'Policy'], [5508, 5543, 'Policy'], [5544, 5682, 'Politics'], [5683, 5853, 'Policy'], [5854, 5936, 'Politics'], [5937, 5965, 'Other'], [5968, 6158, 'Policy'], [6159, 6376, 'Politics'], [6377, 7006, 'Policy'], [7009, 7125, 'Politics'], [7126, 7133, 'Other'], [7134, 7254, 'Other'], [7257, 7292, 'Other'], [7295, 7316, 'Other'], [7319, 7366, 'Politics'], [7367, 7387, 'Other']]", Le Monde   ,Rémy ROURE.,  lundi 1 juillet 1946 874 mots ,"""LE SACRIFICE DU MATIN""",1946,874,remy roure,40
938,"Content protected by copyright, removed from the public repo","[[0, 77, 'Policy'], [78, 148, 'Policy'], [149, 264, 'Policy'], [267, 464, 'Politics'], [466, 506, 'Policy'], [507, 658, 'Politics'], [661, 861, 'Policy'], [864, 1123, 'Policy'], [1126, 1337, 'Policy'], [1338, 1620, 'Policy'], [1623, 1882, 'Policy'], [1883, 2167, 'Policy'], [2170, 2290, 'Politics'], [2291, 2409, 'Politics'], [2412, 2446, 'Politics'], [2447, 2509, 'Policy'], [2510, 2597, 'Policy'], [2598, 2756, 'Politics'], [2759, 3070, 'Politics'], [3071, 3461, 'Politics'], [3464, 3493, 'Other'], [3494, 3667, 'Policy'], [3668, 3734, 'Policy'], [3737, 3947, 'Policy'], [3948, 4108, 'Policy'], [4109, 4381, 'Policy'], [4384, 4590, 'Policy'], [4591, 4928, 'Policy'], [4931, 5032, 'Policy'], [5033, 5166, 'Politics'], [5167, 5194, 'Other'], [5195, 5275, 'Policy'], [5276, 5310, 'Other'], [5311, 5368, 'Policy'], [5371, 5420, 'Politics'], [5421, 5489, 'Politics'], [5490, 5918, 'Policy'], [5921, 5990, 'Policy'], [5991, 6180, 'Politics'], [6183, 6382, 'Policy'], [6385, 6609, 'Politics'], [6610, 6628, 'Other'], [6629, 6823, 'Politics'], [6826, 7131, 'Politics'], [7134, 7270, 'Policy'], [7271, 7492, 'Politics'], [7493, 7662, 'Politics'], [7663, 7836, 'Policy'], [7837, 7971, 'Politics']]", Le Monde   ,RAYMOND MILLET.,  samedi 14 avril 1945 879 mots ,La C. G. T. choisira,1945,879,raymond millet,40
987,"Content protected by copyright, removed from the public repo","[[0, 93, 'Politics'], [94, 111, 'Other'], [112, 229, 'Politics'], [232, 326, 'Politics'], [327, 406, 'Politics'], [407, 463, 'Politics'], [464, 550, 'Politics'], [551, 623, 'Policy'], [624, 847, 'Politics'], [848, 881, 'Other'], [882, 1058, 'Politics'], [1059, 1156, 'Politics'], [1158, 1262, 'Policy'], [1263, 1298, 'Other'], [1299, 1454, 'Policy'], [1457, 1516, 'Politics'], [1517, 1621, 'Politics'], [1622, 1829, 'Politics'], [1830, 1987, 'Politics'], [1988, 2069, 'Politics'], [2072, 2118, 'Politics'], [2119, 2138, 'Other'], [2139, 2310, 'Politics'], [2313, 2385, 'Politics'], [2386, 2458, 'Other'], [2459, 2511, 'Politics'], [2512, 2749, 'Policy'], [2750, 3012, 'Politics'], [3013, 3060, 'Politics'], [3063, 3154, 'Policy'], [3155, 3520, 'Policy'], [3521, 3675, 'Policy'], [3676, 3679, 'Politics'], [3680, 3714, 'Other'], [3715, 3926, 'Policy'], [3929, 4013, 'Politics'], [4014, 4054, 'Politics'], [4055, 4150, 'Politics'], [4151, 4306, 'Politics'], [4307, 4329, 'Politics'], [4330, 4430, 'Politics'], [4431, 4465, 'Politics'], [4466, 4498, 'Politics'], [4499, 4608, 'Politics'], [4611, 4645, 'Other'], [4646, 4683, 'Politics'], [4684, 4755, 'Politics']]", Le Monde   ,JACQUES FAUVET.,  vendredi 6 septembre 1946 565 mots ,Le parti radical socialiste et sa dernière chance,1946,565,jacques fauvet,40
1034,"Content protected by copyright, removed from the public repo","[[0, 94, 'Politics'], [95, 230, 'Policy'], [231, 359, 'Policy'], [360, 544, 'Politics'], [547, 596, 'Politics'], [597, 611, 'Other'], [614, 652, 'Policy'], [653, 741, 'Other'], [742, 781, 'Politics'], [782, 928, 'Politics'], [929, 988, 'Politics'], [989, 1028, 'Policy'], [1030, 1132, 'Policy'], [1133, 1487, 'Policy'], [1488, 1549, 'Policy'], [1550, 1815, 'Policy'], [1816, 1952, 'Politics'], [1953, 2091, 'Policy'], [2092, 2123, 'Other'], [2126, 2457, 'Policy'], [2458, 2641, 'Policy'], [2642, 2704, 'Policy'], [2707, 2739, 'Other'], [2740, 2848, 'Policy'], [2849, 2904, 'Politics'], [2905, 3132, 'Politics'], [3133, 3236, 'Politics'], [3237, 3298, 'Politics'], [3299, 3459, 'Policy'], [3460, 3639, 'Other'], [3642, 3788, 'Policy'], [3789, 4007, 'Policy'], [4010, 4124, 'Policy'], [4125, 4224, 'Policy'], [4225, 4341, 'Policy'], [4342, 4498, 'Policy'], [4499, 4642, 'Politics']]", Le Monde   ,Rémy Roure,  mercredi 29 mai 1946 547 mots ,SUR QUOI S'ENTENDRE ?,1946,547,remy roure,40
1071,"Content protected by copyright, removed from the public repo","[[0, 92, 'Policy'], [93, 162, 'Politics'], [163, 260, 'Policy'], [261, 354, 'Policy'], [355, 407, 'Politics'], [408, 472, 'Other'], [473, 505, 'Other'], [506, 720, 'Policy'], [721, 933, 'Politics'], [935, 1130, 'Policy'], [1133, 1203, 'Politics'], [1204, 1329, 'Policy'], [1332, 1386, 'Other'], [1387, 1426, 'Policy'], [1427, 1428, 'Other'], [1429, 1571, 'Policy'], [1572, 1617, 'Policy'], [1618, 1903, 'Policy'], [1904, 1976, 'Policy'], [1979, 2274, 'Policy'], [2275, 2453, 'Policy'], [2456, 2507, 'Policy'], [2508, 2534, 'Other'], [2535, 2902, 'Policy'], [2903, 2967, 'Policy'], [2968, 3208, 'Policy'], [3209, 3272, 'Policy'], [3273, 3321, 'Policy'], [3322, 3365, 'Other'], [3366, 3613, 'Policy'], [3614, 3716, 'Policy'], [3717, 3811, 'Other'], [3814, 3895, 'Policy'], [3896, 4284, 'Policy']]", Le Monde   ,RÉMY ROURE.,  jeudi 17 avril 1947 491 mots ,LES REVISIONS POSSIBLES,1947,491,remy roure,40
1105,"Content protected by copyright, removed from the public repo","[[0, 32, 'Other'], [33, 123, 'Other'], [124, 286, 'Politics'], [287, 339, 'Politics'], [340, 361, 'Politics'], [362, 390, 'Politics'], [393, 441, 'Policy'], [442, 587, 'Policy'], [588, 713, 'Policy'], [715, 734, 'Other'], [735, 755, 'Other'], [756, 885, 'Politics'], [886, 1018, 'Politics'], [1019, 1203, 'Policy'], [1206, 1453, 'Policy'], [1456, 1628, 'Politics'], [1629, 1713, 'Policy'], [1714, 1830, 'Politics'], [1831, 1876, 'Other'], [1879, 2123, 'Politics'], [2124, 2253, 'Other'], [2256, 2448, 'Policy'], [2449, 2496, 'Politics'], [2499, 2657, 'Politics'], [2658, 2724, 'Politics'], [2727, 2786, 'Politics'], [2787, 2832, 'Policy'], [2833, 2935, 'Policy'], [2936, 3022, 'Policy'], [3023, 3132, 'Policy'], [3133, 3166, 'Other'], [3169, 3328, 'Policy'], [3329, 3422, 'Policy'], [3423, 3684, 'Policy'], [3687, 3770, 'Policy'], [3771, 3847, 'Policy'], [3848, 3979, 'Policy']]", Le Monde   ,RAYMOND MILLET.,  lundi 26 novembre 1945 487 mots ,UN AIR PLUS SALUBRE,1945,487,raymond millet,40
1142,"Content protected by copyright, removed from the public repo","[[0, 114, 'Policy'], [115, 177, 'Politics'], [178, 237, 'Politics'], [238, 269, 'Policy'], [270, 352, 'Policy'], [353, 488, 'Policy'], [489, 638, 'Policy'], [641, 678, 'Other'], [679, 879, 'Policy'], [880, 927, 'Policy'], [928, 1007, 'Policy'], [1008, 1085, 'Policy'], [1086, 1139, 'Policy'], [1140, 1150, 'Other'], [1151, 1201, 'Other'], [1202, 1477, 'Policy'], [1479, 1715, 'Policy'], [1716, 1757, 'Other'], [1758, 1827, 'Other'], [1828, 1951, 'Other'], [1952, 2135, 'Policy'], [2136, 2290, 'Policy'], [2293, 2315, 'Other'], [2316, 2354, 'Other'], [2355, 2426, 'Policy'], [2427, 2678, 'Policy'], [2679, 2890, 'Policy'], [2891, 2981, 'Policy'], [2984, 3114, 'Policy'], [3115, 3493, 'Policy'], [3494, 3520, 'Other'], [3521, 3616, 'Policy'], [3617, 3663, 'Policy'], [3664, 3768, 'Other']]", Le Monde   ,Rémy ROURE.,  mercredi 10 août 1949 446 mots ,LA PAIX POSSIBLE,1949,446,remy roure,40
1176,"Content protected by copyright, removed from the public repo","[[0, 42, 'Politics'], [43, 271, 'Politics'], [272, 346, 'Politics'], [347, 553, 'Policy'], [554, 774, 'Politics'], [775, 968, 'Politics'], [969, 1014, 'Policy'], [1016, 1103, 'Policy'], [1104, 1240, 'Politics'], [1241, 1287, 'Politics'], [1288, 1396, 'Politics'], [1397, 1531, 'Politics'], [1532, 1767, 'Policy'], [1768, 1983, 'Politics'], [1986, 2195, 'Politics'], [2196, 2206, 'Other'], [2207, 2364, 'Politics'], [2365, 2418, 'Politics'], [2419, 2630, 'Policy'], [2631, 3015, 'Politics'], [3016, 3188, 'Politics'], [3191, 3273, 'Politics'], [3274, 3312, 'Politics'], [3313, 3438, 'Politics'], [3439, 3607, 'Politics'], [3610, 3804, 'Politics'], [3805, 3884, 'Politics'], [3885, 4042, 'Politics'], [4043, 4094, 'Other'], [4095, 4190, 'Politics'], [4191, 4236, 'Politics']]", Le Monde   ,RÉMY ROURE.,  mardi 19 août 1947 492 mots ,Raison de parti,1947,492,remy roure,40
1207,"Content protected by copyright, removed from the public repo","[[0, 53, 'Other'], [54, 81, 'Other'], [82, 294, 'Politics'], [295, 378, 'Other'], [379, 410, 'Other'], [413, 441, 'Other'], [442, 449, 'Other'], [450, 500, 'Other'], [501, 533, 'Politics'], [534, 575, 'Other'], [576, 625, 'Other'], [626, 770, 'Politics'], [772, 882, 'Policy'], [883, 957, 'Politics'], [958, 1016, 'Politics'], [1019, 1114, 'Politics'], [1115, 1176, 'Policy'], [1177, 1258, 'Policy'], [1261, 1582, 'Policy'], [1583, 1625, 'Politics'], [1626, 1815, 'Policy'], [1816, 1969, 'Politics'], [1970, 2071, 'Policy'], [2072, 2091, 'Other'], [2092, 2129, 'Politics'], [2130, 2157, 'Other'], [2160, 2403, 'Politics'], [2404, 2578, 'Politics'], [2579, 2823, 'Politics'], [2824, 3087, 'Politics'], [3090, 3797, 'Policy'], [3800, 3936, 'Politics'], [3937, 3973, 'Other']]", Le Monde   ,RÉMY ROURE,  vendredi 28 juin 1946 468 mots ,DÉSIRS ET RÉALITÉS,1946,468,remy roure,40
1240,"Content protected by copyright, removed from the public repo","[[0, 129, 'Policy'], [130, 171, 'Other'], [172, 435, 'Policy'], [436, 511, 'Policy'], [512, 619, 'Policy'], [620, 835, 'Policy'], [836, 1026, 'Policy'], [1028, 1065, 'Politics'], [1066, 1089, 'Other'], [1090, 1218, 'Policy'], [1219, 1422, 'Policy'], [1423, 1539, 'Policy'], [1540, 1557, 'Policy'], [1560, 1756, 'Politics'], [1757, 2053, 'Policy'], [2054, 2193, 'Policy'], [2194, 2288, 'Policy'], [2289, 2586, 'Politics'], [2587, 2631, 'Policy'], [2632, 2761, 'Policy'], [2764, 2936, 'Policy'], [2937, 3029, 'Politics'], [3030, 3149, 'Politics'], [3150, 3179, 'Other'], [3180, 3362, 'Policy']]", Le Monde   ,Rémy ROURE.,  lundi 25 octobre 1948 409 mots ,Les moyens de l'autorité,1948,409,remy roure,40
1265,"Content protected by copyright, removed from the public repo","[[0, 86, 'Policy'], [87, 163, 'Policy'], [164, 322, 'Policy'], [323, 444, 'Politics'], [445, 607, 'Policy'], [608, 663, 'Policy'], [664, 816, 'Policy'], [817, 914, 'Policy'], [916, 1012, 'Policy'], [1015, 1145, 'Policy'], [1146, 1185, 'Other'], [1186, 1288, 'Policy'], [1289, 1417, 'Policy'], [1420, 1488, 'Policy'], [1489, 1584, 'Politics'], [1587, 1617, 'Other'], [1618, 1752, 'Policy'], [1753, 1822, 'Policy'], [1823, 1939, 'Policy'], [1940, 1982, 'Other'], [1985, 2040, 'Policy'], [2041, 2156, 'Policy'], [2157, 2325, 'Policy'], [2326, 2582, 'Policy'], [2585, 2613, 'Policy'], [2614, 2720, 'Policy'], [2721, 2901, 'Policy'], [2902, 2992, 'Policy'], [2993, 3070, 'Politics'], [3073, 3220, 'Policy'], [3223, 3346, 'Policy'], [3347, 3390, 'Policy'], [3391, 3422, 'Politics'], [3423, 3491, 'Policy'], [3492, 3656, 'Policy'], [3657, 3844, 'Policy'], [3845, 4030, 'Policy']]", Le Monde   ,JACQUES FAUVET.,  vendredi 9 juillet 1948 494 mots ,POUR FINANCER LES SUBVENTIONS ÉCONOMIQUES le gouvernement compte sur l'impôt et l'emprunt Il sollicitera de l'Assemblée le pouvoir de prendre certaines mesures d'économie par voie réglementaire et acceptera des abattements sur les crédits militaires,1948,494,jacques fauvet,40
1302,"Content protected by copyright, removed from the public repo","[[0, 63, 'Politics'], [64, 185, 'Policy'], [186, 226, 'Other'], [227, 311, 'Politics'], [314, 505, 'Policy'], [506, 565, 'Politics'], [566, 644, 'Politics'], [645, 953, 'Politics'], [954, 1268, 'Policy'], [1269, 1343, 'Politics'], [1344, 1561, 'Policy'], [1562, 1592, 'Other'], [1593, 1792, 'Politics'], [1794, 1917, 'Policy'], [1918, 1962, 'Politics'], [1963, 2018, 'Politics'], [2019, 2083, 'Politics'], [2084, 2295, 'Politics'], [2296, 2521, 'Policy'], [2522, 2602, 'Policy'], [2605, 2622, 'Politics'], [2623, 2733, 'Politics'], [2734, 2917, 'Politics'], [2918, 2950, 'Other'], [2951, 3001, 'Politics'], [3004, 3052, 'Politics'], [3053, 3351, 'Politics'], [3352, 3500, 'Politics'], [3501, 3599, 'Policy'], [3600, 3777, 'Policy'], [3780, 4032, 'Policy'], [4033, 4210, 'Policy'], [4211, 4423, 'Policy'], [4424, 4559, 'Politics'], [4560, 4622, 'Politics'], [4623, 4680, 'Politics'], [4681, 4775, 'Policy'], [4776, 4801, 'Other'], [4802, 4847, 'Policy'], [4848, 4918, 'Other']]", Le Monde   ,Rémy ROURE.,  lundi 17 novembre 1947 570 mots ,UNE SOLUTION RAISONNABLE,1947,570,remy roure,40
1342,"Content protected by copyright, removed from the public repo","[[0, 44, 'Other'], [45, 70, 'Other'], [71, 151, 'Politics'], [152, 364, 'Policy'], [367, 380, 'Other'], [381, 576, 'Policy'], [577, 721, 'Other'], [722, 813, 'Politics'], [814, 838, 'Other'], [839, 863, 'Other'], [864, 1116, 'Other'], [1118, 1187, 'Other'], [1188, 1238, 'Policy'], [1239, 1298, 'Other'], [1301, 1317, 'Other'], [1318, 1435, 'Policy'], [1436, 1712, 'Politics'], [1715, 1765, 'Other'], [1766, 2274, 'Policy'], [2275, 2423, 'Policy'], [2424, 2521, 'Politics'], [2522, 2575, 'Other'], [2578, 2620, 'Politics'], [2621, 2820, 'Policy'], [2821, 2886, 'Politics'], [2887, 2906, 'Other'], [2907, 2927, 'Other'], [2928, 2955, 'Policy'], [2956, 3243, 'Policy'], [3246, 3296, 'Policy'], [3297, 3374, 'Policy'], [3375, 3431, 'Politics'], [3432, 3462, 'Other'], [3463, 3700, 'Other'], [3701, 3785, 'Other'], [3786, 3860, 'Politics'], [3861, 3916, 'Politics'], [3917, 3963, 'Other'], [3964, 4256, 'Policy'], [4257, 4293, 'Other'], [4294, 4344, 'Politics'], [4345, 4373, 'Other'], [4374, 4553, 'Policy'], [4556, 4707, 'Policy']]", Le Monde   ,RÉMY ROURE.,  mercredi 9 mai 1945 576 mots ,LA MISSION DE CHARLES DE GAULLE,1945,576,remy roure,40
1386,"Content protected by copyright, removed from the public repo","[[0, 153, 'Policy'], [154, 323, 'Politics'], [324, 397, 'Politics'], [398, 418, 'Other'], [421, 513, 'Policy'], [514, 534, 'Politics'], [535, 645, 'Politics'], [646, 807, 'Policy'], [808, 997, 'Policy'], [999, 1134, 'Policy'], [1135, 1408, 'Policy'], [1409, 1425, 'Other'], [1426, 1519, 'Policy'], [1520, 1718, 'Politics'], [1719, 1858, 'Politics'], [1859, 2070, 'Politics'], [2071, 2259, 'Policy'], [2260, 2302, 'Other'], [2303, 2396, 'Policy'], [2397, 2528, 'Politics'], [2529, 2728, 'Policy'], [2729, 2802, 'Politics'], [2803, 2898, 'Policy'], [2901, 2970, 'Politics'], [2971, 3048, 'Policy'], [3049, 3121, 'Politics'], [3122, 3307, 'Policy'], [3308, 3360, 'Policy'], [3361, 3614, 'Policy'], [3617, 3820, 'Policy'], [3821, 3909, 'Policy'], [3910, 4021, 'Policy']]", Le Monde   ,RÉMY ROURE,  jeudi 2 mai 1946 483 mots ,""" AUTORITÉ INDISPENSABLE """,1946,483,remy roure,40
1418,"Content protected by copyright, removed from the public repo","[[0, 97, 'Politics'], [98, 123, 'Other'], [124, 308, 'Politics'], [309, 405, 'Politics'], [406, 569, 'Politics'], [570, 762, 'Policy'], [763, 920, 'Policy'], [921, 1101, 'Policy'], [1102, 1255, 'Politics'], [1256, 1351, 'Politics'], [1352, 1442, 'Politics'], [1443, 1535, 'Other'], [1536, 1694, 'Politics'], [1695, 1845, 'Politics'], [1847, 1867, 'Politics'], [1868, 2000, 'Politics'], [2001, 2045, 'Other'], [2046, 2085, 'Other'], [2086, 2330, 'Policy'], [2331, 2413, 'Policy'], [2414, 2668, 'Politics'], [2669, 2723, 'Politics'], [2724, 2873, 'Politics'], [2874, 3042, 'Policy'], [3043, 3171, 'Politics'], [3172, 3181, 'Politics'], [3182, 3276, 'Politics'], [3277, 3451, 'Politics'], [3454, 3637, 'Policy'], [3638, 3707, 'Other'], [3708, 3801, 'Politics']]", Le Monde   ,RÉMY ROURE.,  mardi 13 mai 1947 440 mots ,POLITIQUE ET SYNDICALISME,1947,440,remy roure,40
1449,"Content protected by copyright, removed from the public repo","[[0, 24, 'Other'], [25, 53, 'Politics'], [54, 219, 'Politics'], [220, 321, 'Policy'], [324, 399, 'Policy'], [400, 860, 'Policy'], [862, 1042, 'Policy'], [1043, 1089, 'Politics'], [1090, 1263, 'Policy'], [1266, 1346, 'Other'], [1347, 1487, 'Policy'], [1488, 1595, 'Politics'], [1596, 1641, 'Other'], [1642, 1787, 'Politics'], [1788, 2053, 'Policy'], [2054, 2133, 'Politics'], [2134, 2482, 'Policy'], [2485, 2987, 'Policy'], [2988, 3094, 'Politics'], [3095, 3353, 'Policy']]", Le Monde   ,RAYMOND MILLET.,  dimanche 29 juillet 1945 383 mots ,LE PROBLÈME CONSTITUTIONNEL,1945,383,raymond millet,40
1469,"Content protected by copyright, removed from the public repo","[[0, 166, 'Policy'], [167, 198, 'Other'], [199, 211, 'Other'], [212, 352, 'Policy'], [353, 448, 'Politics'], [451, 617, 'Policy'], [618, 711, 'Policy'], [712, 844, 'Policy'], [845, 1004, 'Policy'], [1005, 1029, 'Other'], [1030, 1209, 'Policy'], [1210, 1354, 'Policy'], [1355, 1663, 'Policy'], [1664, 1730, 'Policy'], [1731, 2038, 'Politics'], [2040, 2073, 'Politics'], [2074, 2358, 'Policy'], [2359, 2416, 'Other'], [2417, 2472, 'Policy'], [2475, 2536, 'Other'], [2537, 2821, 'Politics'], [2822, 3048, 'Policy'], [3049, 3141, 'Other'], [3144, 3433, 'Politics'], [3434, 3691, 'Policy'], [3692, 3784, 'Politics']]", Le Monde   ,Rémy ROURE,  vendredi 30 janvier 1948 448 mots ,L'ATTELAGE DÉSUNI,1948,448,remy roure,40
1495,"Content protected by copyright, removed from the public repo","[[0, 91, 'Policy'], [92, 330, 'Policy'], [331, 429, 'Politics'], [432, 500, 'Policy'], [501, 709, 'Policy'], [710, 749, 'Other'], [750, 907, 'Policy'], [908, 1241, 'Policy'], [1242, 1426, 'Policy'], [1427, 1531, 'Policy'], [1532, 1606, 'Policy'], [1607, 1672, 'Policy'], [1673, 1830, 'Policy'], [1831, 1938, 'Policy'], [1940, 2119, 'Policy'], [2120, 2151, 'Other'], [2152, 2274, 'Politics'], [2275, 2391, 'Other'], [2394, 2526, 'Other'], [2527, 2612, 'Politics'], [2613, 2709, 'Politics'], [2712, 2969, 'Policy']]", Le Monde   ,Rémy ROURE.,  samedi 21 août 1948 347 mots ,PRINCIPES ET INTERPRÉTATIONS,1948,347,remy roure,40
