id,text,meta,annotation_approver,labels
77163,"En temps normal , si on peut dire , il est relativement aisé de prévoir , à quelques unités près , les résultats des élections sénatoriales. Le collège électoral , d ' environ 162 000 grands électeurs , comprend les députés et les sénateurs , les conseillers régionaux , départementaux et les délégués des ­conseils municipaux. Il a été façonné par les scrutins locaux antérieurs. Il peut exister des aléas , du fait notamment des divisions au sein d ' une même famille politique , mais qui n ' affectent qu ' à la marge les résultats prévisibles .",{},,[]
77164,"On construit en marchant , admet-il. C ' est peut-être là , précisément , que le bât blesse. La région a voulu mettre sur pied rapidement ce dispositif d ' accueil et d ' écoute. Mais qu ' en est-il , ensuite , de l ' accompagnement ?",{},,[]
77165,"Interrogé , l ' Elysée répond qu ' aucun report des municipales n ' est à l ' étude. Jamais entendu parler , assure un conseiller. Pourtant , au sein de la majorité , d ' autres sources confirment que le sujet est bien dans l ' air du temps. C ' est une idée qui est en cours , même si , pour l ' instant , rien n ' a été décidé .",{},,"[[109, 129, 'off']]"
77166,"C ' est la raison pour laquelle M. Valls , qui avait déjà évoqué la création d ' une maison commune avec toutes les forces progressistes , en octobre 2014 , préempte ce dossier. Quoi qu ' il advienne dans les prochains mois , il pourra se prévaloir d ' avoir pris les devants. En revanche , l ' Elysée et Matignon n ' envisagent pas un grand remaniement qui ouvrirait certaines portes ministérielles à des responsables de l ' opposition. Faire de la politique autrement , si on va au bout de la logique , ce n ' est pas forcément réfléchir à des questions de casting ou d ' organigramme , explique-t-on dans l ' entourage du chef de l ' Etat , préférant se concentrer sur des majorités d ' idées .",{},,"[[589, 641, 'off']]"
77167,"On ne coupe pas comme cela les fils de l ' histoire : de ce point de vue , je me sens assez mitterrandiste , qui sait peut-être même marxiste , car Marx avait raison de penser que la mémoire des morts préside à l ' action des ­vivants. Je crois très profondément à cela. Et on ne montre bien le chemin que si l ' on sait parfaitement d ' où l ' on vient. Quel regard portez-vous sur la loi antiterroriste qui vient d ' être votée ?",{},,[]
77168,"Cette fois , c ' est bel et bien contraint par l ' incertitude que l ' exécutif , sous pression et dans l ' urgence , s ' y est résolu. Ne pas prendre de risque Le président et le premier ministre se seraient-ils montrés trop sûrs d ' eux ? L ' Elysée , Matignon et Bercy , qui suivaient de près les comptages de leurs spécialistes depuis plusieurs jours , savaient l ' affaire délicate. Mais mardi en fin de matinée , à quelques heures du vote , il est apparu , les comptes étant faits , qu ' il y avait un risque trop important que le texte ne soit pas voté , raconte un conseiller .",{},,"[[562, 583, 'off']]"
77169,"Salle des Quatre-Colonnes , les journalistes assaillent les députés et leur demandent si Nicolas Sarkozy est devenu comme François Hollande , l ' homme de la synthèse. Certains le défendent , d ' autres sont plus grinçants. Patrick Balkany , partisan d ' un strict ni-ni , bougonne et critique la position de son ami de trente ans : Le consensus mou , ça n ' existe pas. Alors que le président du parti rêvait d ' unité , chacun campe sur ses positions .",{},,[]
77170,"C ' était un principe fiscal plus large que celui reposant sur un seul impôt , et un substitut intelligent et efficace à l ' ISF. Tout cela s ' est ensuite noyé avec la crise et la multiplication des polémiques. Le bouclier fiscal était mal-né , mais je pense que c ' était la bonne idée. A partir du moment où cette idée globale ne pouvait pas être reprise , la suppression de l ' ISF était la meilleure manière de faire .",{},,[]
77171,"Du coup , les primaires fonctionnent comme un piège. On l ' a observé à droite. Ceux qui essaient d ' avoir un profil rassembleur , comme Alain Juppé , échouent car ils n ' utilisent pas les mots-clés de leur camp. Mais ceux qui , comme François Fillon , parlent la langue des militants , se retrouvent avec une image de trop grande radicalité aux yeux de l ' ensemble de l ' électorat .",{},,[]
77172,"Pas besoin de conseil. Il est lui-même son propre stratège , comme depuis quelques semaines. Il joue sa vie , au sens propre du mot , résume Bernard Accoyer. S ' il se retire , comment gardera-t-il cette ­circonscription parisienne que tout le monde lorgne ? , interroge un autre .",{},,"[[261, 279, 'off']]"
77173,"En apparence, tout va bien dans le meilleur des mondes.Alors que le remaniement est repoussé depuis une semaine, les élus de la majorité affichent leur sérénité.« Je ne vois pas de flottement, on fabrique un gouvernement », a affirmé mardi 9 octobre le chef de file des députés La République en marche (LRM), Gilles Le Gendre, avant d'ajouter : « C'est compliqué de gouverner.» « Le président de la République et le premier ministre prennent le temps de trouver le bon équilibre dans la composition de l'équipe, quoi de plus normal?",{},,[]
77174,"Selon nos informations , le chef de l ' Etat suit lui-même de très près le travail de refondation politique entamé par En marche ! Il se tient au courant de tout , reconnaît un membre du mouvement. Julien Denormandie , l ' ancien directeur de cabinet adjoint de M. Macron à Bercy , chargé de lancer le parti il y a un peu plus d ' un an et qu ' on annonçait sur le départ après l ' élection de son mentor , est toujours à la manoeuvre. Signe du poids important qu ' occupe toujours le président de la République au sein de la formation , personne n ' a osé récupérer le grand bureau qu ' il occupait au sixième étage du QG parisien d ' En marche ! , situé dans le 15e arrondissement .",{},,"[[0, 22, 'off']]"
77175,"On peut redouter un abstentionnisme de masse , surtout à gauche , s ' inquiète le député PS Jean-Christophe Cambadélis. Une faible participation pourrait permettre à la droite de faire basculer plusieurs mairies. Il y aura plus de changements dans les villes moyennes que dans les grandes villes , prédit Dominique Bussereau , délégué général aux élections à l ' UMP. Dans cette catégorie , les cibles prioritaires de la droite sont notamment Saint-Etienne , Valence , Tourcoing , Reims , Auxerre , Amiens , Metz , Poissy , Belfort ou Angers .",{},,[]
77176,"Dans ces années 1960 où la télévision s ' impose dans les foyers , la formule , qui mêle reconstitutions en costumes et débats entre spécialistes , fait florès. Certains épisodes battent des records d ' audience. C ' est le cas de La Terreur et la Vertu , en 1964 , qui met en scène le duel Danton-Robespierre. Et surtout des Cathares , au printemps 1966 , dont le retentissement aurait même , selon certains observateurs , contribué à la renaissance du mouvement occitan. . .",{},,"[[394, 421, 'off']]"
77177,"C ' est risqué , la société civile se fait toujours découper en cas de tempête politique. Parce qu ' on ne fait pas de politique qu ' avec de la technique , estime un membre du premier cercle macroniste. Au lendemain des législatives , M. Macron a également bouclé son cabinet à l ' Elysée : au total 45 conseillers , dont les noms ont été publiés au Journal officiel le 18 juin , contre pas plus de dix conseillers pour les ministres , dont certains placés par le chef de l ' Etat à des postes-clés. Ce qui laisse , là encore , peu de marge aux membres du gouvernement .",{},,"[[157, 202, 'off']]"
77178,"Ce dernier regrette aussi certaines prises de position du fondateur du Parti de gauche , notamment sur l ' Europe. Il a une pression au sein du PG pour une certaine radicalité , ajoute Francis Dauliac. Nous , on veut refonder l ' Europe , pas sortir des traités. Emmanuelle Becker , conseillère de Paris , rappelle l ' intérêt du rassemblement où chacun enrichit l ' autre : En 2012 , le PG nous avait forcés à évoluer sur les questions environnementales .",{},,[]
77179,"Ils vont où va le vent , s ' amuse un député filloniste. L ' euphorie de la fin de l ' été , quand les sarkozystes se disaient sûrs de leur victoire et prédisaient un blast [ effet de souffle ] lors de l ' entrée en campagne de leur champion , a laissé place au doute. Ça sent le roussi , il faut que je retrouve la martingale , a confié M. Sarkozy récemment à un de ses ex-ministres , selon l ' AFP. Mais ni son grand meeting au Zénith , le 9 octobre , ni le débat télévisé ne lui ont permis de reprendre la main .",{},,"[[25, 55, 'off']]"
77180,"Le sujet est éminemment politique. Pas question , après les grognes fiscales des derniers mois et à quelques semaines des municipales , de sembler offrir un cadeau aux entreprises sans faire un geste pour les ménages : C ' est une question d ' équilibre , poursuit ce collaborateur. D ' autres , au sein du staff présidentiel , se montrent moins catégoriques. C ' est allé un peu au-delà de ce que le président a dit , tempère un autre conseiller , qui tente de dégonfler le truc : Bien sûr , s ' il y avait de quoi , en termes de marges de manoeuvre , faire aussi un geste sur les impôts des ménages dès 2015 , nous le ferions sans hésiter .",{},,"[[256, 281, 'off'], [283, 325, 'off'], [419, 446, 'off']]"
77181,"Cazeneuve est très marqué par l ' affaire , il répète à tous ceux qu ' il croise qu ' il n ' a jamais été sur la ligne d ' une épreuve de force , il refuse de passer pour la tête à claque du gouvernement dans ce dossier , confie un élu de la majorité qui a récemment échangé avec le ministre. Jeudi , M. Cazeneuve devait recevoir à déjeuner place Beauvau plusieurs députés socialistes afin d ' évoquer avec eux le drame de Sivens. L ' invitation , lancée par SMS en début de semaine , a été perçue par certains convives comme une opération de verrouillage au sein de la majorité. Cazeneuve veut faire de la pédagogie pour éviter que le sujet ne monte trop dangereusement dans le groupe socialiste , estime un député invité .",{},,"[[222, 250, 'off'], [699, 722, 'off']]"
77182,"Chez Arnaud Montebourg et Benoît Hamon , on ne cache pas non plus une forme de condescendance à son égard , mais on évite de le critiquer publiquement. Pas question d ' insulter l ' avenir , car les voix , même maigres , récoltées par M. Peillon au premier tour pourraient être utiles à l ' un comme à l ' autre dans l ' entre-deux-tours. L ' ancien ministre devrait logiquement se reporter sur M. Valls après le 22janvier. Mais si jamais Valls devait être plus bas que prévu , Peillon pourrait faire un autre choix , veut croire un proche de M. Hamon .",{},,"[[518, 551, 'off']]"
77353,"Dans la gauche , il faut porter des valeurs. Est-ce qu ' on a remis en cause le modèle social ? Est-ce qu ' on a pris , comme dans d ' autres pays , des décisions d ' austérité ? Est-ce que , face au terrorisme , on cède sur l ' Etat de droit ?",{},,[]
